实时频率,平均频率
90.90900,105.19800
111.11100,105.20200
90.90900,105.19200
111.11100,105.19600
90.90900,105.18600
111.11100,105.19000
90.90900,105.18000
111.11100,105.18400
90.90900,105.17400
100.00000,105.17000
111.11100,105.17400
111.11100,105.17800
62.50000,105.14800
200.00000,105.21500
100.00000,105.21200
100.00000,105.20800
90.90900,105.19800
111.11100,105.20200
100.00000,105.19800
100.00000,105.19500
90.90900,105.18500
111.11100,105.18900
90.90900,105.17900
111.11100,105.18300
90.90900,105.17300
111.11100,105.17700
90.90900,105.16700
111.11100,105.17100
90.90900,105.16100
111.11100,105.16500
90.90900,105.15500
111.11100,105.16000
66.66700,105.13300
166.66701,105.17600
100.00000,105.17200
111.11100,105.17600
90.90900,105.16600
111.11100,105.17000
90.90900,105.16100
111.11100,105.16500
90.90900,105.15500
111.11100,105.15900
90.90900,105.14900
111.11100,105.15300
90.90900,105.14300
111.11100,105.14700
90.90900,105.13800
111.11100,105.14200
90.90900,105.13200
111.11100,105.13600
90.90900,105.12600
111.11100,105.13000
66.66700,105.10400
166.66701,105.14600
83.33300,105.13100
142.85699,105.15700
90.90900,105.14700
100.00000,105.14400
100.00000,105.14000
111.11100,105.14400
90.90900,105.13500
111.11100,105.13900
90.90900,105.12900
111.11100,105.13300
90.90900,105.12300
111.11100,105.12700
90.90900,105.11800
111.11100,105.12200
90.90900,105.11200
111.11100,105.11600
90.90900,105.10700
111.11100,105.11100
66.66700,105.08400
166.66701,105.12600
111.11100,105.13000
100.00000,105.12700
90.90900,105.11700
111.11100,105.12100
90.90900,105.11200
111.11100,105.11600
90.90900,105.10600
111.11100,105.11000
90.90900,105.10100
111.11100,105.10500
90.90900,105.09500
111.11100,105.09900
90.90900,105.09000
111.11100,105.09400
47.61900,105.05500
166.66701,105.09600
142.85699,105.12200
166.66701,105.16300
66.66700,105.13700
166.66701,105.17800
100.00000,105.17500
111.11100,105.17900
90.90900,105.16900
111.11100,105.17300
90.90900,105.16400
111.11100,105.16800
90.90900,105.15800
111.11100,105.16200
90.90900,105.15300
111.11100,105.15700
90.90900,105.14700
100.00000,105.14400
100.00000,105.14000
111.11100,105.14400
90.90900,105.13500
111.11100,105.13900
90.90900,105.12900
111.11100,105.13300
66.66700,105.10800
166.66701,105.14900
100.00000,105.14500
111.11100,105.14900
90.90900,105.14000
111.11100,105.14400
76.92300,105.12500
142.85699,105.15000
90.90900,105.14100
100.00000,105.13700
100.00000,105.13400
111.11100,105.13800
90.90900,105.12800
111.11100,105.13200
90.90900,105.12300
111.11100,105.12700
90.90900,105.11800
111.11100,105.12200
90.90900,105.11200
111.11100,105.11600
66.66700,105.09100
166.66701,105.13100
100.00000,105.12800
111.11100,105.13200
90.90900,105.12300
90.90900,105.11300
125.00000,105.12600
100.00000,105.12300
100.00000,105.12000
100.00000,105.11600
100.00000,105.11300
111.11100,105.11700
83.33300,105.10300
111.11100,105.10700
100.00000,105.10300
111.11100,105.10700
83.33300,105.09300
111.11100,105.09700
90.90900,105.08800
111.11100,105.09200
66.66700,105.06700
166.66701,105.10700
111.11100,105.11100
111.11100,105.11400
83.33300,105.10000
111.11100,105.10400
90.90900,105.09500
111.11100,105.09900
90.90900,105.09000
111.11100,105.09400
90.90900,105.08500
111.11100,105.08900
90.90900,105.07900
111.11100,105.08300
90.90900,105.07400
111.11100,105.07800
90.90900,105.06900
100.00000,105.06600
111.11100,105.07000
111.11100,105.07400
62.50000,105.04600
200.00000,105.10700
90.90900,105.09800
111.11100,105.10200
90.90900,105.09300
111.11100,105.09600
90.90900,105.08700
111.11100,105.09100
90.90900,105.08200
111.11100,105.08600
71.42900,105.06500
166.66701,105.10400
90.90900,105.09500
111.11100,105.09900
90.90900,105.09000
111.11100,105.09300
90.90900,105.08500
111.11100,105.08800
90.90900,105.07900
111.11100,105.08300
66.66700,105.05900
166.66701,105.09800
100.00000,105.09500
111.11100,105.09800
90.90900,105.08900
111.11100,105.09300
90.90900,105.08400
111.11100,105.08800
90.90900,105.07900
100.00000,105.07600
111.11100,105.08000
111.11100,105.08400
83.33300,105.07000
111.11100,105.07400
90.90900,105.06500
111.11100,105.06900
90.90900,105.06000
111.11100,105.06400
90.90900,105.05500
111.11100,105.05900
66.66700,105.03500
166.66701,105.07300
100.00000,105.07000
111.11100,105.07400
90.90900,105.06500
111.11100,105.06900
90.90900,105.06000
111.11100,105.06400
90.90900,105.05500
111.11100,105.05900
90.90900,105.05000
111.11100,105.05400
90.90900,105.04500
100.00000,105.04200
100.00000,105.03900
111.11100,105.04200
90.90900,105.03400
111.11100,105.03700
90.90900,105.02900
111.11100,105.03200
66.66700,105.00900
166.66701,105.04700
100.00000,105.04400
111.11100,105.04700
90.90900,105.03900
111.11100,105.04200
90.90900,105.03400
111.11100,105.03800
90.90900,105.02900
111.11100,105.03300
90.90900,105.02400
111.11100,105.02800
90.90900,105.01900
111.11100,105.02300
71.42900,105.00200
166.66701,105.04000
90.90900,105.03100
100.00000,105.02800
100.00000,105.02500
111.11100,105.02900
66.66700,105.00600
166.66701,105.04300
100.00000,105.04000
111.11100,105.04400
90.90900,105.03500
111.11100,105.03900
90.90900,105.03000
111.11100,105.03400
90.90900,105.02500
111.11100,105.02900
90.90900,105.02000
111.11100,105.02400
90.90900,105.01600
100.00000,105.01300
111.11100,105.01600
111.11100,105.02000
83.33300,105.00700
111.11100,105.01100
90.90900,105.00200
111.11100,105.00600
66.66700,104.98300
200.00000,105.04000
90.90900,105.03100
111.11100,105.03500
90.90900,105.02600
111.11100,105.03000
90.90900,105.02200
111.11100,105.02500
90.90900,105.01700
111.11100,105.02100
90.90900,105.01200
111.11100,105.01600
90.90900,105.00700
111.11100,105.01100
90.90900,105.00300
111.11100,105.00600
90.90900,104.99800
100.00000,104.99500
100.00000,104.99200
111.11100,104.99600
66.66700,104.97300
166.66701,105.00900
100.00000,105.00600
111.11100,105.01000
90.90900,105.00200
111.11100,105.00500
90.90900,104.99700
111.11100,105.00100
90.90900,104.99200
111.11100,104.99600
90.90900,104.98800
111.11100,104.99100
90.90900,104.98300
111.11100,104.98700
90.90900,104.97800
111.11100,104.98200
90.90900,104.97400
111.11100,104.97700
71.42900,104.95800
166.66701,104.99400
66.66700,104.97100
166.66701,105.00700
100.00000,105.00400
111.11100,105.00800
90.90900,105.00000
111.11100,105.00300
90.90900,104.99500
111.11100,104.99900
90.90900,104.99000
111.11100,104.99400
90.90900,104.98600
111.11100,104.98900
90.90900,104.98100
111.11100,104.98500
90.90900,104.97700
111.11100,104.98000
90.90900,104.97200
100.00000,104.96900
100.00000,104.96600
111.11100,104.97000
66.66700,104.94800
166.66701,104.98300
100.00000,104.98000
111.11100,104.98400
90.90900,104.97600
111.11100,104.97900
90.90900,104.97100
111.11100,104.97500
90.90900,104.96700
111.11100,104.97000
90.90900,104.96200
111.11100,104.96600
90.90900,104.95800
100.00000,104.95500
100.00000,104.95200
111.11100,104.95600
90.90900,104.94800
111.11100,104.95100
90.90900,104.94300
111.11100,104.94700
66.66700,104.92500
166.66701,104.96000
100.00000,104.95700
111.11100,104.96100
90.90900,104.95300
111.11100,104.95600
90.90900,104.94800
111.11100,104.95200
90.90900,104.94400
100.00000,104.94100
100.00000,104.93800
111.11100,104.94200
90.90900,104.93400
111.11100,104.93700
90.90900,104.92900
111.11100,104.93300
90.90900,104.92500
100.00000,104.92200
100.00000,104.91900
111.11100,104.92300
66.66700,104.90100
166.66701,104.93600
83.33300,104.92400
142.85699,104.94500
90.90900,104.93700
100.00000,104.93400
100.00000,104.93200
111.11100,104.93500
90.90900,104.92700
111.11100,104.93100
90.90900,104.92300
111.11100,104.92600
90.90900,104.91800
111.11100,104.92200
90.90900,104.91400
111.11100,104.91700
90.90900,104.91000
111.11100,104.91300
90.90900,104.90500
111.11100,104.90900
66.66700,104.88700
142.85699,104.90900
125.00000,104.92000
111.11100,104.92300
83.33300,104.91100
111.11100,104.91500
90.90900,104.90700
111.11100,104.91000
90.90900,104.90300
111.11100,104.90600
90.90900,104.89800
111.11100,104.90200
90.90900,104.89400
111.11100,104.89700
90.90900,104.89000
111.11100,104.89300
90.90900,104.88500
111.11100,104.88900
90.90900,104.88100
111.11100,104.88400
66.66700,104.86300
166.66701,104.89700
100.00000,104.89500
111.11100,104.89800
90.90900,104.89000
111.11100,104.89400
90.90900,104.88600
111.11100,104.89000
90.90900,104.88200
111.11100,104.88500
90.90900,104.87800
111.11100,104.88100
90.90900,104.87300
111.11100,104.87700
90.90900,104.86900
111.11100,104.87300
90.90900,104.86500
111.11100,104.86800
90.90900,104.86100
111.11100,104.86400
66.66700,104.84300
166.66701,104.87700
100.00000,104.87400
111.11100,104.87800
90.90900,104.87000
111.11100,104.87400
76.92300,104.85800
142.85699,104.87900
90.90900,104.87100
100.00000,104.86900
100.00000,104.86600
111.11100,104.87000
90.90900,104.86200
111.11100,104.86500
90.90900,104.85800
111.11100,104.86100
90.90900,104.85400
111.11100,104.85700
90.90900,104.84900
111.11100,104.85300
66.66700,104.83200
166.66701,104.86600
100.00000,104.86300
111.11100,104.86600
90.90900,104.85900
111.11100,104.86200
90.90900,104.85500
111.11100,104.85800
90.90900,104.85100
111.11100,104.85400
90.90900,104.84600
111.11100,104.85000
90.90900,104.84200
100.00000,104.84000
100.00000,104.83700
111.11100,104.84000
90.90900,104.83300
111.11100,104.83600
90.90900,104.82900
111.11100,104.83200
66.66700,104.81200
166.66701,104.84500
100.00000,104.84200
111.11100,104.84600
90.90900,104.83800
111.11100,104.84200
90.90900,104.83400
111.11100,104.83800
90.90900,104.83000
111.11100,104.83300
90.90900,104.82600
111.11100,104.82900
90.90900,104.82200
111.11100,104.82500
90.90900,104.81800
111.11100,104.82100
90.90900,104.81400
100.00000,104.81100
100.00000,104.80900
111.11100,104.81200
66.66700,104.79200
166.66701,104.82500
100.00000,104.82200
111.11100,104.82500
90.90900,104.81800
111.11100,104.82100
90.90900,104.81400
111.11100,104.81700
90.90900,104.81000
111.11100,104.81300
76.92300,104.79900
142.85699,104.81900
90.90900,104.81100
100.00000,104.80900
100.00000,104.80600
111.11100,104.81000
90.90900,104.80200
111.11100,104.80600
90.90900,104.79800
111.11100,104.80200
66.66700,104.78200
166.66701,104.81400
100.00000,104.81200
111.11100,104.81500
90.90900,104.80800
111.11100,104.81100
90.90900,104.80400
111.11100,104.80700
90.90900,104.80000
100.00000,104.79700
100.00000,104.79500
111.11100,104.79800
90.90900,104.79100
111.11100,104.79400
90.90900,104.78700
111.11100,104.79000
90.90900,104.78300
100.00000,104.78000
100.00000,104.77800
111.11100,104.78100
66.66700,104.76200
166.66701,104.79400
100.00000,104.79100
111.11100,104.79400
90.90900,104.78700
100.00000,104.78500
100.00000,104.78200
111.11100,104.78600
90.90900,104.77800
111.11100,104.78200
90.90900,104.77400
111.11100,104.77800
90.90900,104.77100
111.11100,104.77400
90.90900,104.76700
111.11100,104.77000
90.90900,104.76300
111.11100,104.76600
90.90900,104.75900
111.11100,104.76200
66.66700,104.74300
166.66701,104.77500
100.00000,104.77200
111.11100,104.77500
90.90900,104.76800
111.11100,104.77100
90.90900,104.76400
111.11100,104.76800
90.90900,104.76100
111.11100,104.76400
90.90900,104.75700
111.11100,104.76000
90.90900,104.75300
111.11100,104.75600
71.42900,104.73900
166.66701,104.77100
90.90900,104.76400
100.00000,104.76100
100.00000,104.75900
111.11100,104.76200
66.66700,104.74300
166.66701,104.77400
100.00000,104.77200
111.11100,104.77500
90.90900,104.76800
111.11100,104.77100
90.90900,104.76400
111.11100,104.76700
90.90900,104.76000
111.11100,104.76300
90.90900,104.75600
111.11100,104.76000
90.90900,104.75300
100.00000,104.75000
100.00000,104.74800
111.11100,104.75100
90.90900,104.74400
111.11100,104.74700
90.90900,104.74000
111.11100,104.74400
66.66700,104.72400
166.66701,104.75600
100.00000,104.75300
111.11100,104.75600
90.90900,104.74900
111.11100,104.75300
90.90900,104.74600
111.11100,104.74900
90.90900,104.74200
100.00000,104.74000
100.00000,104.73700
111.11100,104.74000
90.90900,104.73300
111.11100,104.73700
90.90900,104.73000
111.11100,104.73300
90.90900,104.72600
111.11100,104.72900
90.90900,104.72200
111.11100,104.72600
66.66700,104.70700
166.66701,104.73700
100.00000,104.73500
111.11100,104.73800
90.90900,104.73100
100.00000,104.72900
100.00000,104.72700
111.11100,104.73000
90.90900,104.72300
111.11100,104.72600
90.90900,104.71900
111.11100,104.72200
90.90900,104.71600
111.11100,104.71900
90.90900,104.71200
111.11100,104.71500
90.90900,104.70800
111.11100,104.71100
71.42900,104.69500
166.66701,104.72600
66.66700,104.70700
166.66701,104.73700
100.00000,104.73500
111.11100,104.73800
90.90900,104.73100
111.11100,104.73500
90.90900,104.72800
111.11100,104.73100
90.90900,104.72400
111.11100,104.72700
90.90900,104.72000
111.11100,104.72400
90.90900,104.71700
111.11100,104.72000
90.90900,104.71300
111.11100,104.71600
90.90900,104.71000
90.90900,104.70300
111.11100,104.70600
111.11100,104.70900
71.42900,104.69300
166.66701,104.72300
100.00000,104.72100
100.00000,104.71800
100.00000,104.71600
100.00000,104.71400
100.00000,104.71200
100.00000,104.70900
100.00000,104.70700
100.00000,104.70500
100.00000,104.70200
111.11100,104.70600
83.33300,104.69500
100.00000,104.69300
111.11100,104.69600
100.00000,104.69400
100.00000,104.69100
100.00000,104.68900
100.00000,104.68700
111.11100,104.69000
62.50000,104.67000
166.66701,104.70000
111.11100,104.70300
111.11100,104.70600
83.33300,104.69500
111.11100,104.69900
90.90900,104.69200
111.11100,104.69500
90.90900,104.68800
100.00000,104.68600
111.11100,104.68900
100.00000,104.68700
100.00000,104.68500
100.00000,104.68200
100.00000,104.68000
111.11100,104.68300
83.33300,104.67300
111.11100,104.67600
100.00000,104.67400
111.11100,104.67700
62.50000,104.65700
125.00000,104.66700
125.00000,104.67600
111.11100,104.67900
90.90900,104.67300
100.00000,104.67100
111.11100,104.67400
111.11100,104.67700
83.33300,104.66600
111.11100,104.67000
90.90900,104.66300
111.11100,104.66600
90.90900,104.66000
111.11100,104.66300
90.90900,104.65600
111.11100,104.65900
90.90900,104.65300
111.11100,104.65600
90.90900,104.64900
111.11100,104.65200
66.66700,104.63400
142.85699,104.65200
125.00000,104.66200
100.00000,104.66000
100.00000,104.65800
100.00000,104.65500
100.00000,104.65300
111.11100,104.65600
83.33300,104.64600
111.11100,104.64900
100.00000,104.64700
111.11100,104.65000
83.33300,104.64000
111.11100,104.64300
90.90900,104.63700
111.11100,104.64000
90.90900,104.63300
100.00000,104.63100
111.11100,104.63400
111.11100,104.63700
62.50000,104.61700
200.00000,104.66200
90.90900,104.65600
111.11100,104.65900
90.90900,104.65200
111.11100,104.65500
90.90900,104.64900
111.11100,104.65200
90.90900,104.64500
111.11100,104.64800
90.90900,104.64200
111.11100,104.64500
90.90900,104.63900
100.00000,104.63600
111.11100,104.63900
111.11100,104.64200
83.33300,104.63300
111.11100,104.63600
90.90900,104.62900
111.11100,104.63200
66.66700,104.61500
166.66701,104.64300
100.00000,104.64100
111.11100,104.64400
90.90900,104.63800
111.11100,104.64100
76.92300,104.62800
142.85699,104.64600
90.90900,104.63900
111.11100,104.64200
90.90900,104.63600
111.11100,104.63900
90.90900,104.63300
111.11100,104.63600
90.90900,104.62900
111.11100,104.63200
90.90900,104.62600
100.00000,104.62400
100.00000,104.62200
111.11100,104.62500
66.66700,104.60700
166.66701,104.63600
100.00000,104.63400
111.11100,104.63700
90.90900,104.63000
100.00000,104.62800
111.11100,104.63100
100.00000,104.62900
100.00000,104.62700
100.00000,104.62500
100.00000,104.62300
111.11100,104.62600
83.33300,104.61600
111.11100,104.61900
100.00000,104.61700
111.11100,104.62000
83.33300,104.61000
111.11100,104.61300
90.90900,104.60700
111.11100,104.61000
66.66700,104.59200
166.66701,104.62100
111.11100,104.62400
111.11100,104.62700
83.33300,104.61700
111.11100,104.62000
90.90900,104.61400
111.11100,104.61700
90.90900,104.61000
111.11100,104.61300
90.90900,104.60700
111.11100,104.61000
90.90900,104.60400
111.11100,104.60700
90.90900,104.60000
111.11100,104.60300
90.90900,104.59700
100.00000,104.59500
111.11100,104.59800
111.11100,104.60100
62.50000,104.58200
200.00000,104.62500
100.00000,104.62300
100.00000,104.62100
90.90900,104.61500
111.11100,104.61800
90.90900,104.61200
111.11100,104.61400
90.90900,104.60800
111.11100,104.61100
71.42900,104.59600
166.66701,104.62400
90.90900,104.61800
111.11100,104.62100
90.90900,104.61500
111.11100,104.61800
90.90900,104.61200
111.11100,104.61400
90.90900,104.60800
111.11100,104.61100
66.66700,104.59400
166.66701,104.62200
100.00000,104.62000
111.11100,104.62300
5.78000,104.57900
71.42900,104.56400
100.00000,104.56200
125.00000,104.57100
125.00000,104.58000
111.11100,104.58300
111.11100,104.58600
200.00000,104.62800
111.11100,104.63100
125.00000,104.64000
111.11100,104.64300
125.00000,104.65200
111.11100,104.65500
125.00000,104.66400
111.11100,104.66700
111.11100,104.67000
111.11100,104.67300
111.11100,104.67600
111.11100,104.67900
111.11100,104.68100
76.92300,104.66900
125.00000,104.67800
111.11100,104.68100
125.00000,104.69000
100.00000,104.68800
125.00000,104.69700
111.11100,104.70000
111.11100,104.70300
111.11100,104.70500
111.11100,104.70800
100.00000,104.70600
125.00000,104.71500
100.00000,104.71300
111.11100,104.71600
111.11100,104.71900
111.11100,104.72100
125.00000,104.73000
125.00000,104.73900
111.11100,104.74200
111.11100,104.74500
71.42900,104.73000
111.11100,104.73300
100.00000,104.73100
125.00000,104.74000
100.00000,104.73800
111.11100,104.74100
100.00000,104.73900
111.11100,104.74100
100.00000,104.73900
111.11100,104.74200
71.42900,104.72700
111.11100,104.73000
125.00000,104.73900
111.11100,104.74200
100.00000,104.74000
111.11100,104.74300
100.00000,104.74100
111.11100,104.74300
100.00000,104.74100
125.00000,104.75000
83.33300,104.74100
111.11100,104.74400
100.00000,104.74100
111.11100,104.74400
125.00000,104.75300
125.00000,104.76200
125.00000,104.77100
142.85699,104.78700
125.00000,104.79600
125.00000,104.80500
111.11100,104.80700
142.85699,104.82400
111.11100,104.82700
166.66701,104.85400
111.11100,104.85600
166.66701,104.88300
100.00000,104.88100
100.00000,104.87900
125.00000,104.88700
166.66701,104.91400
76.92300,104.90200
125.00000,104.91100
111.11100,104.91300
111.11100,104.91600
111.11100,104.91900
125.00000,104.92700
111.11100,104.93000
200.00000,104.97100
111.11100,104.97400
125.00000,104.98200
111.11100,104.98500
111.11100,104.98800
100.00000,104.98500
125.00000,104.99400
111.11100,104.99700
125.00000,105.00500
100.00000,105.00300
111.11100,105.00600
100.00000,105.00400
125.00000,105.01200
71.42900,104.99800
111.11100,105.00000
125.00000,105.00900
166.66701,105.03500
111.11100,105.03800
125.00000,105.04600
100.00000,105.04400
125.00000,105.05300
100.00000,105.05100
142.85699,105.06700
111.11100,105.06900
111.11100,105.07200
100.00000,105.07000
125.00000,105.07800
71.42900,105.06400
111.11100,105.06600
111.11100,105.06900
111.11100,105.07200
111.11100,105.07400
111.11100,105.07700
71.42900,105.06200
111.11100,105.06500
111.11100,105.06800
111.11100,105.07000
100.00000,105.06800
111.11100,105.07100
111.11100,105.07300
111.11100,105.07600
125.00000,105.08400
111.11100,105.08700
125.00000,105.09500
142.85699,105.11100
111.11100,105.11400
111.11100,105.11600
111.11100,105.11900
142.85699,105.13500
100.00000,105.13200
111.11100,105.13500
100.00000,105.13300
111.11100,105.13500
66.66700,105.11900
125.00000,105.12700
100.00000,105.12500
111.11100,105.12800
100.00000,105.12600
100.00000,105.12300
100.00000,105.12100
111.11100,105.12400
125.00000,105.13200
111.11100,105.13500
100.00000,105.13300
111.11100,105.13500
100.00000,105.13300
100.00000,105.13100
100.00000,105.12900
100.00000,105.12600
100.00000,105.12400
166.66701,105.15000
166.66701,105.17600
166.66701,105.20100
90.90900,105.19500
200.00000,105.23500
142.85699,105.25100
166.66701,105.27600
90.90900,105.27000
111.11100,105.27300
100.00000,105.27100
100.00000,105.26800
90.90900,105.26200
111.11100,105.26500
90.90900,105.25900
111.11100,105.26100
90.90900,105.25500
111.11100,105.25800
90.90900,105.25200
111.11100,105.25400
90.90900,105.24800
111.11100,105.25100
71.42900,105.23700
166.66701,105.26200
66.66700,105.24600
166.66701,105.27200
100.00000,105.26900
111.11100,105.27200
90.90900,105.26600
111.11100,105.26800
90.90900,105.26200
111.11100,105.26500
90.90900,105.25900
111.11100,105.26100
90.90900,105.25500
111.11100,105.25800
90.90900,105.25200
111.11100,105.25400
90.90900,105.24800
111.11100,105.25100
90.90900,105.24500
100.00000,105.24300
111.11100,105.24500
111.11100,105.24800
62.50000,105.23000
200.00000,105.26900
100.00000,105.26700
100.00000,105.26500
90.90900,105.25900
111.11100,105.26100
90.90900,105.25500
111.11100,105.25800
90.90900,105.25200
111.11100,105.25400
90.90900,105.24800
111.11100,105.25100
90.90900,105.24500
111.11100,105.24700
90.90900,105.24100
111.11100,105.24400
90.90900,105.23800
111.11100,105.24000
90.90900,105.23400
111.11100,105.23700
66.66700,105.22100
166.66701,105.24600
100.00000,105.24400
111.11100,105.24600
90.90900,105.24100
111.11100,105.24300
90.90900,105.23700
111.11100,105.24000
90.90900,105.23400
111.11100,105.23600
90.90900,105.23000
111.11100,105.23300
90.90900,105.22700
111.11100,105.22900
90.90900,105.22300
111.11100,105.22600
90.90900,105.22000
111.11100,105.22200
90.90900,105.21700
111.11100,105.21900
66.66700,105.20300
200.00000,105.24200
76.92300,105.23000
142.85699,105.24500
90.90900,105.24000
111.11100,105.24200
90.90900,105.23600
111.11100,105.23900
90.90900,105.23300
111.11100,105.23500
90.90900,105.22900
111.11100,105.23200
90.90900,105.22600
111.11100,105.22800
90.90900,105.22300
111.11100,105.22500
90.90900,105.21900
111.11100,105.22200
90.90900,105.21600
111.11100,105.21800
66.66700,105.20300
166.66701,105.22700
111.11100,105.23000
100.00000,105.22800
90.90900,105.22200
111.11100,105.22400
90.90900,105.21900
111.11100,105.22100
90.90900,105.21500
111.11100,105.21800
90.90900,105.21200
111.11100,105.21400
90.90900,105.20900
111.11100,105.21100
90.90900,105.20500
111.11100,105.20800
90.90900,105.20200
100.00000,105.20000
100.00000,105.19800
111.11100,105.20000
66.66700,105.18500
166.66701,105.20900
100.00000,105.20700
111.11100,105.20900
90.90900,105.20400
111.11100,105.20600
90.90900,105.20000
111.11100,105.20300
90.90900,105.19700
111.11100,105.20000
90.90900,105.19400
111.11100,105.19600
90.90900,105.19100
100.00000,105.18800
100.00000,105.18600
111.11100,105.18900
90.90900,105.18300
111.11100,105.18500
90.90900,105.18000
111.11100,105.18200
66.66700,105.16700
166.66701,105.19100
100.00000,105.18900
111.11100,105.19200
90.90900,105.18600
111.11100,105.18800
76.92300,105.17700
142.85699,105.19200
90.90900,105.18600
100.00000,105.18400
100.00000,105.18200
111.11100,105.18500
90.90900,105.17900
111.11100,105.18100
90.90900,105.17600
111.11100,105.17800
90.90900,105.17200
111.11100,105.17500
90.90900,105.16900
111.11100,105.17100
66.66700,105.15600
200.00000,105.19400
90.90900,105.18800
111.11100,105.19000
90.90900,105.18500
100.00000,105.18300
111.11100,105.18500
100.00000,105.18300
100.00000,105.18100
100.00000,105.17900
100.00000,105.17700
111.11100,105.17900
83.33300,105.17100
111.11100,105.17300
100.00000,105.17100
111.11100,105.17300
83.33300,105.16500
111.11100,105.16700
90.90900,105.16200
111.11100,105.16400
66.66700,105.14900
166.66701,105.17300
111.11100,105.17500
111.11100,105.17700
90.90900,105.17200
100.00000,105.17000
100.00000,105.16800
100.00000,105.16600
90.90900,105.16000
111.11100,105.16300
100.00000,105.16100
100.00000,105.15900
90.90900,105.15300
111.11100,105.15500
90.90900,105.15000
111.11100,105.15200
90.90900,105.14700
100.00000,105.14500
111.11100,105.14700
111.11100,105.14900
62.50000,105.13300
200.00000,105.16900
100.00000,105.16700
100.00000,105.16500
90.90900,105.16000
111.11100,105.16200
100.00000,105.16000
100.00000,105.15800
90.90900,105.15300
111.11100,105.15500
43.47800,105.13100
166.66701,105.15500
166.66701,105.17900
166.66701,105.20200
100.00000,105.20000
111.11100,105.20300
90.90900,105.19700
111.11100,105.19900
90.90900,105.19400
111.11100,105.19600
66.66700,105.18100
166.66701,105.20500
100.00000,105.20300
111.11100,105.20500
90.90900,105.20000
111.11100,105.20200
90.90900,105.19600
111.11100,105.19900
90.90900,105.19300
100.00000,105.19100
111.11100,105.19400
111.11100,105.19600
83.33300,105.18800
111.11100,105.19000
90.90900,105.18400
111.11100,105.18700
90.90900,105.18100
111.11100,105.18300
90.90900,105.17800
111.11100,105.18000
66.66700,105.16600
166.66701,105.18900
100.00000,105.18700
111.11100,105.18900
90.90900,105.18400
111.11100,105.18600
100.00000,105.18400
100.00000,105.18200
90.90900,105.17700
111.11100,105.17900
90.90900,105.17400
111.11100,105.17600
90.90900,105.17000
111.11100,105.17300
90.90900,105.16700
111.11100,105.17000
90.90900,105.16400
111.11100,105.16600
90.90900,105.16100
111.11100,105.16300
66.66700,105.14900
166.66701,105.17200
111.11100,105.17400
100.00000,105.17200
90.90900,105.16700
111.11100,105.16900
90.90900,105.16400
111.11100,105.16600
90.90900,105.16100
111.11100,105.16300
90.90900,105.15800
111.11100,105.16000
90.90900,105.15400
111.11100,105.15700
71.42900,105.14400
166.66701,105.16700
90.90900,105.16200
100.00000,105.16000
100.00000,105.15800
111.11100,105.16000
66.66700,105.14600
166.66701,105.16900
100.00000,105.16700
111.11100,105.16900
90.90900,105.16400
111.11100,105.16600
90.90900,105.16100
111.11100,105.16300
90.90900,105.15700
111.11100,105.16000
90.90900,105.15400
111.11100,105.15700
90.90900,105.15100
100.00000,105.14900
111.11100,105.15200
111.11100,105.15400
83.33300,105.14600
111.11100,105.14800
90.90900,105.14300
111.11100,105.14500
66.66700,105.13100
166.66701,105.15300
111.11100,105.15600
100.00000,105.15400
90.90900,105.14800
111.11100,105.15100
90.90900,105.14500
111.11100,105.14800
90.90900,105.14200
111.11100,105.14400
90.90900,105.13900
111.11100,105.14100
90.90900,105.13600
111.11100,105.13800
90.90900,105.13300
111.11100,105.13500
90.90900,105.13000
100.00000,105.12800
100.00000,105.12600
111.11100,105.12800
66.66700,105.11400
166.66701,105.13700
100.00000,105.13500
111.11100,105.13700
90.90900,105.13200
111.11100,105.13400
90.90900,105.12900
111.11100,105.13100
90.90900,105.12600
111.11100,105.12800
90.90900,105.12300
111.11100,105.12500
90.90900,105.12000
111.11100,105.12200
90.90900,105.11700
111.11100,105.11900
90.90900,105.11400
111.11100,105.11600
71.42900,105.10400
166.66701,105.12600
66.66700,105.11200
166.66701,105.13500
100.00000,105.13300
111.11100,105.13500
90.90900,105.13000
111.11100,105.13200
90.90900,105.12700
111.11100,105.12900
90.90900,105.12400
111.11100,105.12600
90.90900,105.12100
111.11100,105.12300
90.90900,105.11800
111.11100,105.12000
90.90900,105.11500
111.11100,105.11700
90.90900,105.11200
100.00000,105.11000
100.00000,105.10800
111.11100,105.11000
66.66700,105.09600
166.66701,105.11900
100.00000,105.11700
111.11100,105.11900
90.90900,105.11400
111.11100,105.11600
90.90900,105.11100
111.11100,105.11300
90.90900,105.10800
111.11100,105.11000
90.90900,105.10500
111.11100,105.10700
90.90900,105.10200
100.00000,105.10000
100.00000,105.09800
111.11100,105.10100
90.90900,105.09500
111.11100,105.09800
90.90900,105.09200
111.11100,105.09500
66.66700,105.08100
166.66701,105.10300
100.00000,105.10100
111.11100,105.10300
90.90900,105.09800
111.11100,105.10000
90.90900,105.09500
111.11100,105.09700
90.90900,105.09200
100.00000,105.09100
100.00000,105.08900
111.11100,105.09100
90.90900,105.08600
111.11100,105.08800
90.90900,105.08300
111.11100,105.08500
90.90900,105.08000
111.11100,105.08200
90.90900,105.07700
111.11100,105.07900
66.66700,105.06500
166.66701,105.08700
83.33300,105.08000
